6.6731834,10.955328,7.615812,0
8.500535,8.917218,9.523204,0
6.940176,10.702655,6.587375,0
7.3770623,9.5799885,11.312138,0
7.4528923,11.232506,7.317147,0
7.5212464,9.383367,10.596692,0
9.302182,10.67368,10.062571,0
7.9223604,10.9645195,9.784787,0
7.9270787,11.828095,7.533078,0
6.914656,10.514989,6.9318976,0
6.911739,11.948447,7.5081778,1
7.7988534,9.601968,10.850961,0
6.648719,10.028006,5.1177816,0
5.8002653,12.940485,7.667354,0
7.1189775,9.318239,5.3613944,0
8.184214,10.821033,6.577203,0
7.911846,10.269423,5.766916,0
7.6997123,9.321027,10.043262,0
8.202562,10.100004,6.516499,0
7.6678705,9.644877,4.980791,0
9.649455,10.95513,9.980038,0
7.093937,11.859945,7.4868293,0
7.545103,9.650783,6.4773297,0
8.907963,8.887613,9.091896,0
10.300375,10.059868,7.4622536,0
7.189763,9.182263,4.3872075,0
7.5953465,10.949786,7.6010666,0
5.9594717,13.030959,7.2348475,0
9.041282,10.396461,9.533287,0
6.3633957,8.380612,6.532927,0
6.839563,9.680756,9.556332,0
7.5337086,9.6344795,6.465176,0
8.291435,8.861585,9.265337,0
7.478488,11.18801,7.128275,0
7.493775,10.021558,10.669801,0
7.1194153,9.651022,5.441499,0
8.353643,8.99323,9.562111,0
7.5926714,9.230796,9.429105,0
7.4083834,9.612965,6.424654,0
7.08663,9.283324,5.242471,0
8.999671,10.195172,9.969154,0
6.6472254,10.042409,5.094989,0
6.1879125,12.76161,7.379948,0
7.092927,11.472944,7.0892916,0
8.003118,10.61332,6.5619593,0
7.7299814,9.720223,5.0629196,0
9.007064,8.974453,9.164561,0
8.044183,9.663314,9.966146,0
10.429979,9.96261,7.8203406,0
7.0803304,10.498333,10.027646,0
7.089305,9.263237,5.099674,0
5.865977,12.973687,7.5287776,0
7.3690166,9.605379,11.260813,0
7.987266,10.476833,6.044214,0
9.393181,10.729564,10.256772,0
7.3873024,10.166582,10.373086,0
8.02115,10.548459,6.1330204,0
7.1894875,9.903762,10.6397505,0
7.306892,9.661885,11.323985,0
6.71354,8.948547,6.183159,0
9.495916,11.087514,9.658142,0
6.6672735,8.723581,6.8369465,0
4.8164,10.489495,6.6367483,0
7.6817784,10.42023,9.478366,0
7.282522,9.165133,9.602435,0
8.6874075,10.179982,9.994017,0
7.5386677,11.000052,5.6862073,0
7.2080083,10.395694,7.704326,0
7.108619,10.219664,7.078285,0
8.989385,10.364478,10.435125,0
10.223441,10.286548,7.94925,0
10.263987,10.288124,8.251431,0
6.867342,11.372645,7.149524,0
5.8410473,12.964112,7.561963,0
6.508046,8.380435,6.9439893,0
6.9795523,9.4918785,6.795767,0
6.1679964,7.89096,6.7053676,0
9.567393,10.711098,10.062287,0
7.166455,9.795232,5.750318,0
9.32642,10.731279,9.661122,0
7.505261,9.678632,6.6583,0
7.378259,11.031507,8.032443,0
7.1937833,10.652773,7.3239474,1
7.2518435,10.4183445,9.7389555,0
6.8662443,9.627462,9.9491625,0
8.010038,11.175022,7.0813265,0
7.501347,8.683706,9.677022,0
9.929719,10.238136,7.4007063,0
7.056431,11.500038,7.058516,0
6.3266664,10.106395,10.538743,0
10.398667,10.015837,7.8850884,0
5.8002567,13.19372,7.152058,0
7.683594,9.595802,11.427962,0
7.462329,9.777711,5.8467984,0
7.2350926,9.7485695,11.082083,0
7.8166094,10.490693,9.591469,0
9.23356,11.193284,9.109427,0
9.602614,10.733249,10.054464,0
7.7152767,9.536951,9.845282,0
7.525968,8.895905,9.938094,0
4.5260773,11.022104,6.763362,0
9.425299,11.172027,9.378964,0
6.9681754,11.311669,7.2506075,1
7.7995124,11.315281,6.7202396,0
7.3421545,9.483817,11.1517725,0
7.3805084,10.63321,6.812833,1
10.466789,9.944925,7.8254824,0
7.1911106,10.8972645,8.11919,0
7.9803944,10.648181,6.4493985,0
6.795619,11.012722,7.534862,0
7.673936,10.660476,8.871087,0
10.319017,10.270749,8.200842,0
7.158563,9.467087,5.551165,0
7.837949,9.623963,9.959599,0
7.578506,9.6162,10.927172,0
7.5987835,10.864808,7.5678124,0
7.5827775,9.538113,10.7651,0
7.6923337,9.637582,6.908194,0
6.8992167,9.284538,9.465468,0
9.073194,10.323362,10.348747,0
6.941408,10.146815,6.3531737,0
8.046552,10.758529,6.4629683,0
9.548946,11.115502,9.70184,0
10.371382,10.185844,8.084017,0
6.6747704,9.923432,5.05346,0
7.0538797,9.678266,6.8005342,0
7.126492,9.369237,5.2872357,0
7.4891815,8.707649,9.643136,0
7.556825,10.91558,8.2321825,1
6.912052,9.370796,5.141288,0
7.111675,10.316704,9.9589615,1
4.565463,10.704695,6.6240883,0
6.66609,8.521642,9.712347,0
6.6684003,8.731017,7.013895,0
6.7969418,10.849584,7.091674,0
7.810887,9.895644,10.594692,0
7.8639164,10.405122,9.5762825,0
6.1464443,12.800927,7.3679,0
9.002262,10.334362,9.821859,0
7.471754,9.549559,11.199992,0
7.1051,9.954426,5.913409,0
7.1180882,10.258719,10.226112,1
7.504445,11.2963,7.0110908,0
7.4361563,9.5285,11.271517,0
7.137721,10.45986,9.96574,0
7.4494944,11.2001095,8.27353,0
7.109094,10.713774,7.1293073,1
5.9205074,13.054373,7.263215,0
7.0252147,9.835882,6.6728163,1
7.196906,10.997958,8.0079365,0
6.8173046,11.004009,7.5478873,0
7.9760823,10.5035095,9.887796,1
7.204593,9.168809,4.3785534,0
6.961351,9.459137,5.3653736,0
6.9857693,11.106935,6.5704236,0
6.833199,9.126477,6.7656345,0
